student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed,ratio_presence_note,moyenne_examens,engagement_academique
ENSPD000011,Male,26.0,Telecom,4,0.9999999999999999,0.0,0.5278396436525613,0.37200000000000005,0.603,0.0,0.5,5.4,No,No,Middle,2.0,Yes,Salle 30,121.0,0.4027777777777778,1.0,2.4826969813163253,0.48750000000000004,0.5
ENSPD000012,Female,23.0,Chimie,5,0.7231726283048211,18.0,0.5913140311804008,0.44700000000000006,0.835,3.0,0.6,7.0,No,No,Low,2.0,Yes,Salle 7,48.0,0.5513888888888888,1.0,1.3115235501509073,0.641,3.6
ENSPD000013,Female,21.0,Informatique,3,0.7293934681181958,17.0,0.4365256124721604,0.752,0.865,2.0,1.8,14.0,Yes,No,Middle,1.0,Yes,Salle 26,263.0,0.7138888888888888,1.0,1.0217041649321277,0.8085,3.8
ENSPD000014,Male,21.0,Electrique,5,0.5956454121306377,26.0,0.7817371937639199,0.584,0.7190000000000001,0.0,0.2,0.9,No,Yes,Low,0.0,Yes,Salle 12,80.0,0.5819444444444444,1.0,1.0235258409260253,0.6515,0.2
ENSPD000015,Male,22.0,Mecanique,2,0.7231726283048211,12.0,0.4788418708240535,0.746,0.843,0.0,0.1,0.0,Yes,No,Middle,4.0,Yes,Salle 24,231.0,0.6972222222222222,1.0,1.0372048296906324,0.7945,0.1
ENSPD000016,Male,22.0,Informatique,2,0.5038880248833592,32.0,0.4198218262806236,0.58,0.217,0.0,2.0,7.7,Yes,No,Low,2.0,Yes,Salle 4,298.0,0.1958333333333333,0.0,2.5729138506120157,0.39849999999999997,2.0
ENSPD000017,Male,24.0,Telecom,3,0.9999999999999999,0.0,0.7472160356347438,0.8190000000000001,0.594,2.0,8.0,35.9,No,No,Low,0.0,No,Salle 3,154.0,0.7124999999999999,1.0,1.4034890738375603,0.7065,10.0
ENSPD000018,Male,22.0,GenieCivil,2,0.9657853810264384,2.0,0.6113585746102449,0.5770000000000001,0.024,2.0,1.3,7.3,No,Yes,Middle,1.0,Yes,Salle 14,177.0,0.2333333333333334,0.0,4.13890282284947,0.30050000000000004,3.3
ENSPD000019,Male,21.0,Mecanique,1,0.9035769828926904,6.0,0.3218262806236081,0.268,0.29100000000000004,0.0,1.1,6.1,Yes,Yes,Middle,1.0,No,Salle 17,186.0,0.22222222222222232,0.0,4.065913456911543,0.2795,1.1
ENSPD000020,Male,26.0,Informatique,4,0.46034214618973557,35.0,0.7527839643652561,0.6609999999999999,0.531,2.0,1.4,28.8,Yes,Yes,Middle,1.0,Yes,Salle 27,230.0,0.625,1.0,0.7365356493331876,0.596,3.4
ENSPD000021,Female,22.0,Mecanique,4,0.7589424572317262,16.0,0.4866369710467706,0.23,0.507,2.0,0.6,7.3,Yes,No,Low,2.0,Yes,Salle 8,178.0,0.2513888888888889,0.0,3.0188775319812846,0.3685,2.6
ENSPD000022,Male,24.0,Telecom,4,0.9455676516329704,4.0,0.5478841870824054,0.359,0.648,2.0,0.6,4.4,No,No,Middle,1.0,No,Salle 26,121.0,0.3763888888888889,1.0,2.512142515681276,0.5035000000000001,2.6
ENSPD000023,Male,21.0,Mecanique,2,0.8304821150855365,11.0,0.6414253897550111,0.461,0.636,2.0,4.7,17.3,No,No,Middle,0.0,No,Salle 25,231.0,0.5847222222222221,1.0,1.420277664756295,0.5485,6.7
ENSPD000024,Male,23.0,Energetique,3,0.5334370139968895,30.0,0.7082405345211581,0.439,0.667,1.0,2.1,15.0,Yes,Yes,Low,1.0,Yes,Salle 11,104.0,0.5111111111111111,1.0,1.043660694893362,0.553,3.1
ENSPD000025,Male,23.0,Energetique,2,0.5987558320373251,26.0,0.6848552338530067,0.522,0.675,0.0,0.1,9.6,Yes,No,Middle,1.0,No,Salle 26,71.0,0.4916666666666667,1.0,1.217783703458218,0.5985,0.1
ENSPD000026,Female,18.0,Informatique,1,0.6360808709175737,23.0,0.6024498886414253,0.43200000000000005,0.7070000000000001,1.0,2.2,11.3,Yes,Yes,Middle,1.0,Yes,Salle 26,248.0,0.45138888888888895,1.0,1.4091325578653426,0.5695000000000001,3.2
ENSPD000027,Male,26.0,Informatique,3,0.6080870917573872,25.0,0.5389755011135858,0.36700000000000005,0.44799999999999995,3.0,3.4,17.1,Yes,No,Low,1.0,Yes,Salle 12,263.0,0.29861111111111116,0.0,2.036316486449378,0.4075,6.4
ENSPD000028,Male,25.0,Telecom,1,0.9999999999999999,0.0,0.6792873051224945,0.898,0.495,0.0,1.4,10.7,Yes,No,Middle,1.0,Yes,Salle 30,121.0,0.6749999999999999,1.0,1.4814595339328307,0.6965,1.4
ENSPD000029,Female,21.0,Mecanique,1,0.3608087091757387,41.0,0.5902004454342985,0.498,0.633,1.0,1.0,13.2,Yes,No,Low,1.0,No,Salle 30,186.0,0.45833333333333337,1.0,0.7872018265253965,0.5655,2.0
ENSPD000030,Male,20.0,Informatique,4,0.8429237947122862,10.0,0.9120267260579065,0.218,0.636,1.0,0.4,4.8,No,No,Low,2.0,Yes,Salle 26,230.0,0.5125,1.0,1.644697263882239,0.427,1.4
ENSPD000031,Female,23.0,Mecanique,1,0.47900466562986,34.0,0.7082405345211581,0.555,0.424,2.0,2.0,12.6,Yes,No,Middle,0.0,No,Salle 10,186.0,0.4,1.0,1.1974817270314742,0.48950000000000005,4.0
ENSPD000032,Male,22.0,Electrique,5,0.541213063763608,30.0,0.455456570155902,0.418,0.856,0.0,2.2,19.7,No,No,Low,0.0,No,Salle 27,80.0,0.5180555555555555,1.0,1.0446806547160425,0.637,2.2
ENSPD000033,Male,23.0,Chimie,3,0.34525660964230165,42.0,0.5300668151447662,0.461,0.785,1.0,0.1,8.9,No,No,Low,0.0,No,Salle 9,130.0,0.49722222222222223,1.0,0.6943568703156171,0.623,1.1
ENSPD000034,Female,22.0,Informatique,5,0.6174183514774495,25.0,0.6180400890868597,0.748,0.46799999999999997,3.0,2.3,9.6,Yes,Yes,Middle,0.0,Yes,Salle 26,109.0,0.5083333333333333,1.0,1.2145695851441276,0.608,5.3
ENSPD000035,Female,23.0,Informatique,1,0.9999999999999999,0.0,0.8273942093541203,0.539,0.635,0.0,2.1,6.5,Yes,No,Low,1.0,Yes,Salle 4,248.0,0.5611111111111111,1.0,1.7821464567958194,0.587,2.1
ENSPD000036,Female,25.0,Telecom,3,0.7698289269051323,15.0,0.846325167037862,0.413,1.0,2.0,0.1,4.3,No,Yes,High,0.0,Yes,Salle 5,154.0,0.7458333333333333,1.0,1.0321590238858906,0.7065,2.1
ENSPD000037,Male,23.0,Chimie,2,0.4961119751166406,32.0,0.544543429844098,0.7000000000000001,0.635,2.0,1.6,7.5,Yes,No,Middle,3.0,Yes,Salle 5,119.0,0.4527777777777777,1.0,1.0956832305666295,0.6675,3.6
ENSPD000038,Male,20.0,Electrique,4,0.9097978227060654,6.0,0.4543429844097996,0.8270000000000001,0.7190000000000001,2.0,1.9,14.5,No,No,Low,1.0,Yes,Salle 22,157.0,0.6708333333333333,1.0,1.3562001401808652,0.7730000000000001,3.9
ENSPD000039,Female,25.0,Chimie,2,0.7231726283048211,3.0,0.4331848552338531,0.7170000000000001,0.518,2.0,1.1,12.3,Yes,No,Low,0.0,Yes,Salle 16,119.0,0.42499999999999993,1.0,1.7015426185379665,0.6175,3.1
ENSPD000040,Male,25.0,GenieCivil,2,0.7387247278382582,17.0,0.6525612472160356,0.17800000000000002,0.5770000000000001,0.0,1.4,24.4,Yes,No,High,1.0,Yes,Salle 13,177.0,0.32361111111111107,0.0,2.2826839859177994,0.37750000000000006,1.4
ENSPD000041,Male,28.0,Chimie,4,0.9999999999999999,0.0,0.9955456570155901,0.419,0.635,1.0,0.8,11.5,No,No,Middle,2.0,Yes,Salle 2,93.0,0.8111111111111109,1.0,1.2328615126662825,0.527,1.8
ENSPD000042,Male,20.0,Mecanique,2,0.8740279937791603,8.0,0.700445434298441,0.629,0.663,1.0,0.1,0.3,Yes,No,Middle,2.0,Yes,Salle 18,231.0,0.6458333333333334,1.0,1.3533127132676557,0.646,1.1
ENSPD000043,Male,22.0,Mecanique,1,0.8475894245723173,10.0,0.34409799554565706,0.5760000000000001,0.626,2.0,2.2,16.4,No,Yes,Middle,2.0,Yes,Salle 27,186.0,0.4361111111111111,1.0,1.9434725881829094,0.601,4.2
ENSPD000044,Female,18.0,Chimie,2,0.5707620528771385,28.0,0.4888641425389756,0.561,0.642,1.0,1.9,15.9,Yes,No,Middle,1.0,No,Salle 5,119.0,0.4263888888888888,1.0,1.3385636495546027,0.6015,2.9
ENSPD000045,Male,23.0,GenieCivil,3,0.8367029548989114,10.0,0.5055679287305123,0.443,1.0,1.0,9.0,45.4,Yes,No,Low,0.0,No,Salle 5,185.0,0.6430555555555555,1.0,1.3011161112121288,0.7215,10.0
ENSPD000046,Female,21.0,Energetique,2,0.76049766718507,15.0,0.47327394209354123,0.36700000000000005,0.648,1.0,0.5,5.8,Yes,No,Middle,2.0,No,Salle 17,71.0,0.44861111111111107,1.0,1.6951892105601682,0.5075000000000001,1.5
ENSPD000047,Male,26.0,Mecanique,2,0.8164852255054432,12.0,0.5456570155902005,0.981,0.474,2.0,1.0,8.6,Yes,No,Middle,1.0,Yes,Salle 9,231.0,0.5319444444444444,1.0,1.5348780972366034,0.7275,3.0
ENSPD000048,Male,20.0,Telecom,1,0.5925349922239501,26.0,0.6714922048997773,0.625,0.509,2.0,1.2,13.0,No,No,Middle,1.0,Yes,Salle 2,121.0,0.4555555555555555,1.0,1.3006580172668287,0.567,3.2
ENSPD000049,Male,19.0,Energetique,3,0.7433903576982893,16.0,0.7238307349665924,0.736,0.7959999999999999,1.0,4.0,21.0,Yes,Yes,Low,1.0,Yes,Salle 30,104.0,0.6888888888888889,1.0,1.079099371022776,0.766,5.0
ENSPD000050,Male,21.0,Mecanique,4,0.567651632970451,28.0,0.7928730512249444,0.621,0.354,0.0,1.1,7.1,No,Yes,Low,1.0,Yes,Salle 23,178.0,0.5,1.0,1.1352805603296954,0.4875,1.1
ENSPD000051,Female,18.0,Chimie,2,0.3188180404354588,44.0,0.6982182628062361,0.628,0.73,1.0,3.0,13.6,No,No,Middle,0.0,Yes,Salle 18,119.0,0.6055555555555555,1.0,0.5264798129790755,0.679,4.0
ENSPD000052,Female,24.0,GenieCivil,2,0.906687402799378,6.0,0.2839643652561248,0.609,0.635,2.0,1.4,9.1,Yes,No,Middle,1.0,Yes,Salle 8,177.0,0.375,1.0,2.4177686003023333,0.622,3.4
ENSPD000053,Female,18.0,Telecom,1,0.44012441679626746,36.0,0.6113585746102449,0.418,0.268,1.0,1.1,8.2,No,No,Middle,0.0,Yes,Salle 12,121.0,0.20833333333333337,0.0,2.112495800823644,0.34299999999999997,2.1
ENSPD000054,Female,22.0,GenieCivil,1,0.7402799377916017,17.0,0.5835189309576838,0.34700000000000003,0.444,1.0,0.3,4.0,Yes,No,Low,0.0,Yes,Salle 6,149.0,0.3402777777777778,0.0,2.1754526202085214,0.3955,1.3
ENSPD000055,Female,18.0,Chimie,1,0.7822706065318817,14.0,0.6347438752783965,0.6900000000000001,0.6459999999999999,1.0,6.0,30.8,No,No,Middle,1.0,No,Salle 13,96.0,0.6458333333333334,1.0,1.2112389586719408,0.6679999999999999,7.0
ENSPD000056,Female,21.0,GenieCivil,3,0.7807153965785382,14.0,0.7538975501113586,0.654,0.919,2.0,0.4,3.8,No,No,Middle,1.0,No,Salle 29,185.0,0.7736111111111112,1.0,1.009170232515033,0.7865,2.4
ENSPD000057,Male,25.0,Mecanique,3,0.6671850699844478,21.0,0.6169265033407572,0.789,0.823,1.0,1.1,7.1,Yes,Yes,Middle,1.0,No,Salle 24,212.0,0.6875,1.0,0.9704368954407178,0.806,2.1
ENSPD000058,Male,23.0,Informatique,5,0.7713841368584758,15.0,0.6191536748329621,0.752,0.5810000000000001,1.0,1.4,6.0,Yes,No,Middle,2.0,Yes,Salle 26,109.0,0.5972222222222222,1.0,1.2915983233259878,0.6665000000000001,2.4
ENSPD000059,Male,20.0,GenieCivil,1,0.8087091757387247,12.0,0.6503340757238307,0.474,0.8340000000000001,2.0,5.1,23.5,No,No,Middle,1.0,No,Salle 23,149.0,0.5958333333333332,1.0,1.3572513620561193,0.654,7.1
ENSPD000060,Male,22.0,Chimie,3,0.8569206842923794,9.0,0.5679287305122495,0.8240000000000001,0.569,0.0,1.4,18.7,No,No,Low,1.0,No,Salle 23,130.0,0.5111111111111111,1.0,1.6765511454409405,0.6965,1.4
ENSPD000061,Male,22.0,Electrique,3,0.9999999999999999,0.0,0.6247216035634744,0.616,0.34700000000000003,1.0,6.6,33.5,Yes,No,Low,0.0,Yes,Salle 11,188.0,0.44444444444444453,1.0,2.2499493761390363,0.48150000000000004,7.6
ENSPD000062,Male,23.0,Electrique,3,0.7636080870917573,15.0,0.7984409799554566,0.7440000000000001,0.644,1.0,0.1,5.9,Yes,Yes,Middle,3.0,Yes,Salle 8,188.0,0.6652777777777776,1.0,1.1477861349601122,0.6940000000000001,1.1
ENSPD000063,Female,19.0,Mecanique,4,0.7325038880248832,17.0,0.5957683741648108,0.616,0.33899999999999997,2.0,0.4,12.2,Yes,No,High,1.0,Yes,Salle 25,178.0,0.5875,1.0,1.2467939065290519,0.4775,2.4
ENSPD000064,Male,23.0,GenieCivil,1,0.5505443234836701,29.0,0.6046770601336303,0.988,0.798,2.0,1.0,9.3,No,No,Low,1.0,Yes,Salle 24,149.0,0.7666666666666668,1.0,0.718091925084025,0.893,3.0
ENSPD000065,Male,17.0,Informatique,1,0.8009331259720062,13.0,0.6046770601336303,0.7440000000000001,0.8009999999999999,2.0,1.9,16.9,Yes,No,Low,1.0,Yes,Salle 21,248.0,0.6916666666666667,1.0,1.1579588622410368,0.7725,3.9
ENSPD000066,Male,21.0,Telecom,3,0.8444790046656298,10.0,0.8273942093541203,0.7220000000000001,0.46399999999999997,2.0,0.8,4.2,Yes,No,High,1.0,Yes,Salle 19,154.0,0.6277777777777779,1.0,1.3451663676137313,0.593,2.8
ENSPD000067,Male,21.0,Energetique,2,0.7231726283048211,20.0,0.42538975501113585,0.8150000000000001,0.669,0.0,2.5,12.5,Yes,No,Low,0.0,No,Salle 14,71.0,0.5666666666666667,1.0,1.2761644705766741,0.742,2.5
ENSPD000068,Female,23.0,GenieCivil,1,0.8211508553654744,12.0,0.9064587973273941,0.515,0.667,1.0,0.4,2.8,No,No,Middle,1.0,Yes,Salle 25,149.0,0.6069444444444445,1.0,1.3529036040210356,0.591,1.4
ENSPD000069,Male,22.0,Informatique,2,0.6656298600311042,22.0,0.4142538975501113,0.517,0.8140000000000001,1.0,1.8,14.2,Yes,No,Middle,2.0,Yes,Salle 24,298.0,0.5597222222222222,1.0,1.1891933921339248,0.6655,2.8
ENSPD000070,Other,19.0,Informatique,2,0.8460342146189735,10.0,0.5011135857461025,0.741,0.391,3.0,1.0,2.8,No,No,Middle,2.0,Yes,Salle 14,298.0,0.4097222222222222,1.0,2.0648466699309744,0.5660000000000001,4.0
ENSPD000071,Female,20.0,Electrique,3,0.8911353032659409,7.0,0.734966592427617,0.616,0.76,2.0,1.4,11.9,Yes,No,Middle,0.0,Yes,Salle 12,188.0,0.6680555555555555,1.0,1.33390397971481,0.688,3.4
ENSPD000072,Male,22.0,Electrique,1,0.7231726283048211,7.0,0.7828507795100222,0.7270000000000001,0.37700000000000006,1.0,1.7,9.8,Yes,Yes,Low,2.0,Yes,Salle 26,143.0,0.48749999999999993,1.0,1.483400603689814,0.552,2.7
ENSPD000073,Male,22.0,Chimie,2,0.7418351477449457,17.0,0.3752783964365256,0.648,0.795,0.0,0.1,5.9,Yes,No,Middle,1.0,Yes,Salle 30,119.0,0.5472222222222223,1.0,1.3556130608180788,0.7215,0.1
ENSPD000074,Female,21.0,Mecanique,3,0.525660964230171,30.0,0.4276169265033408,0.616,0.853,3.0,5.2,11.5,Yes,No,Middle,1.0,Yes,Salle 22,212.0,0.5041666666666667,1.0,1.042612637561247,0.7344999999999999,8.2
ENSPD000075,Female,21.0,Chimie,2,0.6065318818040436,25.0,0.6113585746102449,0.625,0.506,0.0,1.4,19.6,No,No,Low,2.0,Yes,Salle 18,119.0,0.45833333333333337,1.0,1.3233134152797617,0.5655,1.4
ENSPD000076,Female,23.0,Electrique,5,0.8304821150855365,11.0,1.0,0.855,0.8840000000000001,1.0,1.2,18.7,No,No,Middle,0.0,No,Salle 3,80.0,0.9027777777777777,0.0,0.9199084608010286,0.8695,2.2
ENSPD000077,Female,21.0,Mecanique,1,0.9999999999999999,0.0,0.8184855233853007,0.635,0.325,0.0,1.6,19.5,Yes,No,High,1.0,No,Salle 17,186.0,0.4361111111111111,1.0,2.2929410535809365,0.48,1.6
ENSPD000078,Male,22.0,GenieCivil,5,0.6562986003110421,22.0,0.5690423162583519,0.636,0.635,0.0,0.1,11.5,No,No,Low,1.0,No,Salle 7,70.0,0.7486111111111111,1.0,0.8766765865538537,0.6355,0.1
ENSPD000079,Male,26.0,Informatique,3,0.8055987558320373,12.0,0.20601336302895323,0.679,0.9279999999999999,1.0,1.4,9.2,Yes,No,Middle,1.0,Yes,Salle 24,263.0,0.6166666666666666,1.0,1.3063551766707093,0.8035,2.4
ENSPD000080,Male,19.0,GenieCivil,4,0.6158631415241057,25.0,0.623608017817372,0.703,0.7090000000000001,1.0,1.1,10.2,Yes,Yes,Middle,0.0,Yes,Salle 10,173.0,0.6333333333333333,1.0,0.9724001329306997,0.706,2.1
ENSPD000081,Female,18.0,Telecom,2,0.5381026438569206,30.0,0.6703786191536749,0.56,0.601,1.0,0.9,7.0,Yes,No,Middle,0.0,Yes,Salle 23,161.0,0.6055555555555555,1.0,0.8885951965402932,0.5805,1.9
ENSPD000082,Female,24.0,GenieCivil,2,0.5940902021772939,26.0,0.5467706013363028,0.6829999999999999,0.7020000000000001,0.0,3.4,15.7,No,Yes,Middle,2.0,Yes,Salle 26,177.0,0.5819444444444444,1.0,1.0208534496964532,0.6925,3.4
ENSPD000083,Male,21.0,Telecom,4,0.3312597200622084,43.0,0.46770601336302897,0.43100000000000005,0.519,0.0,0.4,0.0,Yes,No,Middle,1.0,Yes,Salle 23,121.0,0.3111111111111111,0.0,1.0647291624768758,0.47500000000000003,0.4
ENSPD000084,Male,21.0,Electrique,4,0.9720062208398134,2.0,0.6369710467706015,0.47600000000000003,1.0,0.0,1.4,5.7,Yes,No,Middle,0.0,Yes,Salle 5,157.0,0.7152777777777779,1.0,1.358902320209631,0.738,1.4
ENSPD000085,Male,20.0,Informatique,2,0.30326594090202175,45.0,0.45322939866369716,0.499,0.523,2.0,1.4,12.1,Yes,No,Middle,0.0,No,Salle 9,298.0,0.38611111111111107,1.0,0.7854166275170416,0.511,3.4
ENSPD000086,Male,21.0,Electrique,1,0.6702954898911352,21.0,0.923162583518931,0.705,0.903,3.0,2.3,16.6,No,Yes,Low,1.0,No,Salle 2,143.0,0.7166666666666666,1.0,0.9352829819460221,0.804,5.3
ENSPD000087,Female,25.0,GenieCivil,3,0.500777604976672,32.0,0.8641425389755011,0.649,0.49200000000000005,1.0,0.0,5.5,No,No,Middle,1.0,Yes,Salle 16,185.0,0.5847222222222221,1.0,0.8564221124560433,0.5705,1.0
ENSPD000088,Female,24.0,Mecanique,4,0.5552099533437015,29.0,0.7204899777282852,0.596,0.9590000000000001,0.0,1.6,8.6,Yes,No,Middle,1.0,Yes,Salle 5,178.0,0.8194444444444444,1.0,0.6775360816062331,0.7775000000000001,1.6
ENSPD000089,Female,24.0,Informatique,2,0.9766718506998445,2.0,0.6247216035634744,0.7440000000000001,1.0,1.0,0.7,5.8,No,No,Middle,1.0,Yes,Salle 8,298.0,0.7625,1.0,1.2808643174513707,0.8720000000000001,1.7
ENSPD000090,Male,19.0,GenieCivil,3,0.7573872472783826,16.0,0.5,0.688,0.7170000000000001,1.0,1.4,19.9,No,No,Middle,2.0,Yes,Salle 8,185.0,0.5319444444444444,1.0,1.423782158769954,0.7025,2.4
ENSPD000091,Male,20.0,Informatique,3,0.5396578538102644,30.0,0.6069042316258353,0.568,0.6970000000000001,1.0,1.3,3.4,Yes,No,Middle,2.0,Yes,Salle 15,263.0,0.5013888888888889,1.0,1.07630444695671,0.6325000000000001,2.3
ENSPD000092,Female,17.0,Informatique,4,0.609642301710731,25.0,0.8841870824053452,0.434,0.449,1.0,3.6,17.4,No,No,Middle,2.0,No,Salle 26,230.0,0.4472222222222222,1.0,1.3631448527602064,0.4415,4.6
ENSPD000093,Female,20.0,GenieCivil,3,0.5769828926905131,27.0,0.6113585746102449,0.47200000000000003,0.425,1.0,1.0,9.1,Yes,No,Middle,1.0,No,Salle 25,185.0,0.4263888888888888,1.0,1.3531528991410282,0.4485,2.0
ENSPD000094,Male,24.0,Mecanique,2,0.7122861586314152,18.0,0.6447661469933185,0.35600000000000004,0.635,2.0,3.5,17.4,No,No,Middle,1.0,Yes,Salle 18,231.0,0.475,1.0,1.4995182388400565,0.49550000000000005,5.5
ENSPD000095,Female,23.0,Telecom,5,0.7231726283048211,16.0,0.7650334075723831,0.645,0.932,0.0,2.5,8.9,Yes,No,Low,1.0,Yes,Salle 12,60.0,0.8263888888888888,1.0,0.8750890617449189,0.7885,2.5
ENSPD000096,Male,22.0,Mecanique,3,0.9999999999999999,0.0,0.7015590200445435,0.465,0.53,4.0,3.5,22.7,Yes,No,Middle,0.0,Yes,Salle 16,212.0,0.5083333333333333,1.0,1.967174416240992,0.49750000000000005,7.5
ENSPD000097,Male,22.0,Chimie,4,0.3623639191290824,41.0,0.6759465478841872,0.531,1.0,1.0,3.3,22.9,No,No,Middle,1.0,Yes,Salle 28,93.0,0.7194444444444443,1.0,0.5036648559574836,0.7655000000000001,4.3
ENSPD000098,Male,21.0,GenieCivil,2,0.7231726283048211,18.0,0.7739420935412027,0.616,0.518,1.0,1.3,6.3,Yes,No,Middle,2.0,Yes,Salle 28,177.0,0.5208333333333334,1.0,1.3884647878213303,0.567,2.3
ENSPD000099,Male,22.0,Electrique,3,0.6609642301710731,22.0,0.6971046770601336,0.8079999999999999,0.6859999999999999,1.0,0.9,0.0,Yes,No,Middle,1.0,Yes,Salle 28,188.0,0.623611111111111,1.0,1.059881101512788,0.7469999999999999,1.9
ENSPD000100,Male,24.0,Mecanique,2,0.8973561430793159,7.0,0.7538975501113586,0.787,0.6859999999999999,1.0,2.9,24.6,No,No,Middle,1.0,No,Salle 24,231.0,0.6986111111111111,1.0,1.2844675444349654,0.7364999999999999,3.9
ENSPD000101,Male,19.0,Energetique,2,0.7869362363919129,14.0,0.6369710467706015,0.61,0.62,1.0,0.9,6.9,Yes,No,Middle,0.0,Yes,Salle 6,71.0,0.6222222222222222,1.0,1.2646986258305164,0.615,1.9
ENSPD000102,Female,23.0,GenieCivil,4,0.8304821150855365,11.0,0.5679287305122495,0.848,0.231,2.0,0.2,1.9,No,No,Middle,0.0,No,Salle 3,173.0,0.2847222222222222,0.0,2.9167127928267216,0.5395,2.2
ENSPD000103,Male,24.0,Telecom,3,0.7838258164852253,14.0,0.5189309576837416,0.258,0.516,2.0,3.9,20.2,Yes,No,Middle,2.0,No,Salle 23,154.0,0.3291666666666666,0.0,2.3811706474291174,0.387,5.9
ENSPD000104,Male,21.0,Mecanique,3,0.5458786936236392,29.0,0.49888641425389757,0.958,0.68,1.0,1.0,10.3,Yes,No,Middle,1.0,Yes,Salle 18,212.0,0.6333333333333333,1.0,0.8619001178249384,0.819,2.0
ENSPD000105,Female,23.0,Informatique,2,0.9455676516329704,4.0,0.3418708240534521,0.745,0.621,2.0,0.3,3.7,Yes,No,Middle,1.0,Yes,Salle 2,298.0,0.5805555555555555,1.0,1.6287009151415066,0.683,2.3
ENSPD000106,Male,28.0,Electrique,3,0.7231726283048211,8.0,0.6113585746102449,0.639,0.767,2.0,2.1,13.9,No,No,Middle,0.0,Yes,Salle 26,188.0,0.5638888888888889,1.0,1.2824508835790873,0.7030000000000001,4.1
ENSPD000107,Male,22.0,Informatique,2,0.8911353032659409,7.0,0.45322939866369716,0.46,0.7909999999999999,4.0,1.4,22.1,No,No,Middle,1.0,No,Salle 18,298.0,0.5861111111111111,1.0,1.520394482254041,0.6255,5.4
ENSPD000108,Female,23.0,GenieCivil,3,0.9564541213063763,3.0,0.5256124721603563,0.541,0.5920000000000001,2.0,3.9,17.8,Yes,No,Middle,1.0,Yes,Salle 29,185.0,0.4708333333333333,1.0,2.031363839294832,0.5665,5.9
ENSPD000109,Male,21.0,Informatique,2,0.7978227060653188,13.0,0.8708240534521159,0.73,0.44799999999999995,0.0,1.6,11.5,No,No,Middle,1.0,Yes,Salle 3,298.0,0.5166666666666666,1.0,1.544143092840756,0.589,1.6
